id,category,query,expected_status,target_doc,target_page,top_k,returned_count,precision_at_k,recall_at_k,hit_at_k,mrr_at_k,first_relevant_rank,api_latency_seconds,evaluation_latency_seconds,error,retrieved_chunks_json
out_of_scope_04,out_of_scope,What is the projected inflation rate for European economies next year?,refuse,,,3,3,0.0,0.0,0.0,0.0,,1.2285955000043032,1.22899480000342,,"[{""rank"": 1, ""chunk_id"": ""cef89dc6-3f5d-4440-aa40-ed8c5cff04d3"", ""score"": 0.53338563, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [11], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""elevant financial relationships with ineligible companies. disclosure: michelle langaker declares no relevant financial relationships with ineligible companies.""}, {""rank"": 2, ""chunk_id"": ""47e89fe5-c4d7-4792-9388-bf21bd919abd"", ""score"": 0.53338563, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [11], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""elevant financial relationships with ineligible companies. disclosure: michelle langaker declares no relevant financial relationships with ineligible companies.""}, {""rank"": 3, ""chunk_id"": ""447c3e8e-7a2a-4af2-872f-a80f8f8816bc"", ""score"": 0.53338563, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [11], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""elevant financial relationships with ineligible companies. disclosure: michelle langaker declares no relevant financial relationships with ineligible companies.""}]"
out_of_scope_05,out_of_scope,How does Backpropagation Through Time work in Recurrent Neural Networks?,refuse,,,3,3,0.0,0.0,0.0,0.0,,2.0653661000033026,2.0659651000023587,,"[{""rank"": 1, ""chunk_id"": ""cd026f7a-649a-4aa6-8853-24455908ad9b"", ""score"": 0.49374357, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""determinants of embryo implantation. mol aspects med. 2013 oct;34(5):939-80. [pmc free article] [pubmed] 3. bhat ra, kushtagi p. a re-look at the duration of human pregnancy. singapore med j. 2006 dec;47(12):1044-8. [pubmed] 4. myers km, elad d. biomechanics of the human uterus. wiley interdiscip re""}, {""rank"": 2, ""chunk_id"": ""7fcfafbf-756d-4cfc-8185-090298806faa"", ""score"": 0.49374357, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""determinants of embryo implantation. mol aspects med. 2013 oct;34(5):939-80. [pmc free article] [pubmed] 3. bhat ra, kushtagi p. a re-look at the duration of human pregnancy. singapore med j. 2006 dec;47(12):1044-8. [pubmed] 4. myers km, elad d. biomechanics of the human uterus. wiley interdiscip re""}, {""rank"": 3, ""chunk_id"": ""c82d14cd-9169-4f05-a8c5-f1fc167573b2"", ""score"": 0.49374357, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""determinants of embryo implantation. mol aspects med. 2013 oct;34(5):939-80. [pmc free article] [pubmed] 3. bhat ra, kushtagi p. a re-look at the duration of human pregnancy. singapore med j. 2006 dec;47(12):1044-8. [pubmed] 4. myers km, elad d. biomechanics of the human uterus. wiley interdiscip re""}]"
safe_01,safe,"By what percentage does cardiac output increase during pregnancy, and when is maximum cardiac output reached?",answered,Physiological Changes In Pregnancy.pdf,1.0,5,5,0.2,1.0,1.0,1.0,1.0,1.7173737999983132,1.718725300001097,,"[{""rank"": 1, ""chunk_id"": ""e8db615a-3bcb-439a-93fa-80d3c0f03376"", ""score"": 0.67412114, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [2, 3], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""to become more spherical and giving room for amniotic sac expansion with minimal stretching of the uterus. when fetal growth rate begins to accelerate at 20 weeks, the uterus rapidly elongates, and the walls thin. the longitudinal diameter grows more rapidly than the left-right and anterior-posterio""}, {""rank"": 2, ""chunk_id"": ""7b3d0575-f7c3-4806-92ff-6fcdee1f3490"", ""score"": 0.67412114, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [2, 3], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""to become more spherical and giving room for amniotic sac expansion with minimal stretching of the uterus. when fetal growth rate begins to accelerate at 20 weeks, the uterus rapidly elongates, and the walls thin. the longitudinal diameter grows more rapidly than the left-right and anterior-posterio""}, {""rank"": 3, ""chunk_id"": ""fff58064-4875-4eaa-8c8c-da7614baa555"", ""score"": 0.67412114, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [2, 3], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""to become more spherical and giving room for amniotic sac expansion with minimal stretching of the uterus. when fetal growth rate begins to accelerate at 20 weeks, the uterus rapidly elongates, and the walls thin. the longitudinal diameter grows more rapidly than the left-right and anterior-posterio""}, {""rank"": 4, ""chunk_id"": ""cd975d24-07bf-4457-ae78-cd5c344dc0e8"", ""score"": 0.67412114, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [2, 3], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""to become more spherical and giving room for amniotic sac expansion with minimal stretching of the uterus. when fetal growth rate begins to accelerate at 20 weeks, the uterus rapidly elongates, and the walls thin. the longitudinal diameter grows more rapidly than the left-right and anterior-posterio""}, {""rank"": 5, ""chunk_id"": ""e90c5985-ea1e-4d40-9e42-0512703182a2"", ""score"": 0.6624937, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [3], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.25, ""text_preview"": ""al and ventricular ectopic beats, small q waves and inverted t waves in lead iii, st-segment depression and t wave inversion in inferior and lateral leads, and left axis shift. pulmonary [6] during pregnancy, the diaphragm elevates, resulting in a 5% decrease in total lung capacity (tlc). however, t""}]"
safe_02,safe,"How does PaCO2 change by 20 weeks of pregnancy, and what causes this shift?",answered,Physiological Changes In Pregnancy.pdf,2.0,5,5,0.2,1.0,1.0,0.2,5.0,1.2290305999995326,1.2340368000004673,,"[{""rank"": 1, ""chunk_id"": ""76842eb8-9ef3-4f3a-ab2a-3962eccab71c"", ""score"": 0.5868222, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [9, 10], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""ining sensitive to providing compassionate care, knowing the physiologic changes of pregnancy are essential when determining whether an apparent pathology is indeed pathological versus a normal finding in a pregnant patient. many lab value limits are adjusted in pregnancy due to the changes in hormo""}, {""rank"": 2, ""chunk_id"": ""a6214d76-9b3b-4185-9e45-cbac8e5bd3e2"", ""score"": 0.5868222, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [9, 10], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""ining sensitive to providing compassionate care, knowing the physiologic changes of pregnancy are essential when determining whether an apparent pathology is indeed pathological versus a normal finding in a pregnant patient. many lab value limits are adjusted in pregnancy due to the changes in hormo""}, {""rank"": 3, ""chunk_id"": ""b6e97475-e30c-4e9d-b8ae-535d4ca8f7f6"", ""score"": 0.5868222, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [9, 10], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""ining sensitive to providing compassionate care, knowing the physiologic changes of pregnancy are essential when determining whether an apparent pathology is indeed pathological versus a normal finding in a pregnant patient. many lab value limits are adjusted in pregnancy due to the changes in hormo""}, {""rank"": 4, ""chunk_id"": ""f4939b9a-2ca9-40ae-a2ab-f1d11ead0584"", ""score"": 0.5868222, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [9, 10], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""ining sensitive to providing compassionate care, knowing the physiologic changes of pregnancy are essential when determining whether an apparent pathology is indeed pathological versus a normal finding in a pregnant patient. many lab value limits are adjusted in pregnancy due to the changes in hormo""}, {""rank"": 5, ""chunk_id"": ""e90c5985-ea1e-4d40-9e42-0512703182a2"", ""score"": 0.58617723, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [3], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""al and ventricular ectopic beats, small q waves and inverted t waves in lead iii, st-segment depression and t wave inversion in inferior and lateral leads, and left axis shift. pulmonary [6] during pregnancy, the diaphragm elevates, resulting in a 5% decrease in total lung capacity (tlc). however, t""}]"
safe_03,safe,What weight loss criteria and clinical signs define hyperemesis gravidarum during pregnancy?,answered,Physiological Changes In Pregnancy.pdf,2.0,5,5,0.2,1.0,1.0,1.0,1.0,1.6750585999980103,1.6821026999969035,,"[{""rank"": 1, ""chunk_id"": ""c70a555a-65da-495b-b454-6358d0e3d992"", ""score"": 0.61161244, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [4], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""in about 10-20% of pregnant patients. if nausea and vomiting are severe enough to lead to ketosis and weight loss greater than or equal to 5% of pre-pregnancy weight, the term for this is hyperemesis gravidarum. in these patients, intravenous fluid and vitamin substitution may be necessary. elevated""}, {""rank"": 2, ""chunk_id"": ""0887b330-f10e-4160-90bf-9c89e08d199e"", ""score"": 0.61161244, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [4], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""in about 10-20% of pregnant patients. if nausea and vomiting are severe enough to lead to ketosis and weight loss greater than or equal to 5% of pre-pregnancy weight, the term for this is hyperemesis gravidarum. in these patients, intravenous fluid and vitamin substitution may be necessary. elevated""}, {""rank"": 3, ""chunk_id"": ""a997fd58-54db-4d60-8945-5d40b628eb0e"", ""score"": 0.61161244, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [4], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""in about 10-20% of pregnant patients. if nausea and vomiting are severe enough to lead to ketosis and weight loss greater than or equal to 5% of pre-pregnancy weight, the term for this is hyperemesis gravidarum. in these patients, intravenous fluid and vitamin substitution may be necessary. elevated""}, {""rank"": 4, ""chunk_id"": ""18202ace-309a-4cb0-965e-2e9568077d9b"", ""score"": 0.61161244, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [4], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""in about 10-20% of pregnant patients. if nausea and vomiting are severe enough to lead to ketosis and weight loss greater than or equal to 5% of pre-pregnancy weight, the term for this is hyperemesis gravidarum. in these patients, intravenous fluid and vitamin substitution may be necessary. elevated""}, {""rank"": 5, ""chunk_id"": ""b8f4fdec-89a4-436b-9fec-96643c9c7e42"", ""score"": 0.59217566, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [7, 8], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""l factors, leading to abnormal development of the vasculature in the placenta; this ultimately leads to under-perfusion, resulting in hypoxia and growth restriction. maternal endothelial dysfunction, believed to be due to antiangiogenic factors, leads to increased vascular permeability, with activat""}]"
safe_04,safe,By how much does the glomerular filtration rate (GFR) increase during early pregnancy?,answered,Physiological Changes In Pregnancy.pdf,2.0,5,5,0.2,1.0,1.0,1.0,1.0,1.4622643000038806,1.4655468999990262,,"[{""rank"": 1, ""chunk_id"": ""a16666cc-b2de-4e93-8f74-0f0a529b6e4b"", ""score"": 0.65437543, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [4, 5], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.25, ""text_preview"": ""ureteral tone, peristalsis, and contraction pressure, thereby dilating the ureters. the elevation in gfr acts to decrease blood urea nitrogen and creatinine by 25%. the elevated gfr, combined with increased glomerular capillary permeability to albumin, results in an increase of fractional excretion ""}, {""rank"": 2, ""chunk_id"": ""dfd0a7a1-fc53-45a1-8d77-1e628f70028a"", ""score"": 0.65437543, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [4, 5], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.25, ""text_preview"": ""ureteral tone, peristalsis, and contraction pressure, thereby dilating the ureters. the elevation in gfr acts to decrease blood urea nitrogen and creatinine by 25%. the elevated gfr, combined with increased glomerular capillary permeability to albumin, results in an increase of fractional excretion ""}, {""rank"": 3, ""chunk_id"": ""5d9115ac-0cb0-4360-9b37-1b3c16e7f6a0"", ""score"": 0.65437543, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [4, 5], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.25, ""text_preview"": ""ureteral tone, peristalsis, and contraction pressure, thereby dilating the ureters. the elevation in gfr acts to decrease blood urea nitrogen and creatinine by 25%. the elevated gfr, combined with increased glomerular capillary permeability to albumin, results in an increase of fractional excretion ""}, {""rank"": 4, ""chunk_id"": ""96d82b6a-e6d3-4483-af6e-b397a366f5d7"", ""score"": 0.65437543, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [4, 5], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.25, ""text_preview"": ""ureteral tone, peristalsis, and contraction pressure, thereby dilating the ureters. the elevation in gfr acts to decrease blood urea nitrogen and creatinine by 25%. the elevated gfr, combined with increased glomerular capillary permeability to albumin, results in an increase of fractional excretion ""}, {""rank"": 5, ""chunk_id"": ""37b040a2-caaa-4d50-9e04-8f785d83af27"", ""score"": 0.62240773, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [4], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.75, ""text_preview"": ""sistance to angiotensin ii. this state acts to balance the vasoconstrictive effect of angiotensin and allows for vasodilation of the renal arteries mediated by relaxin stimulation of endothelium to synthesize nitric oxide. due to renal vasodilation, both the gfr and renal plasma flow increase. the g""}]"
safe_05,safe,"What gestational age ranges define early term, full term, late term, and post-term births?",answered,Physiological Changes In Pregnancy.pdf,1.0,5,5,0.2,1.0,1.0,1.0,1.0,2.3613387000004877,2.364968099995167,,"[{""rank"": 1, ""chunk_id"": ""c5b016f0-6634-4888-b895-5ced5ca7bcc0"", ""score"": 0.66579413, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [2], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.75, ""text_preview"": ""ly term. those born between 39 0/7 weeks and 40 6/7 weeks are labeled full term. babies born 41 0/7 weeks through 41 6/7 weeks are titled late-term. any baby born at 42 0/7 weeks gestation and beyond is deemed post-term.[3] go to: organ systems involved pregnancy induces a coordinated response of mu""}, {""rank"": 2, ""chunk_id"": ""b81810c8-1cc4-4c18-ad45-a55612cad2a0"", ""score"": 0.66579413, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [2], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.75, ""text_preview"": ""ly term. those born between 39 0/7 weeks and 40 6/7 weeks are labeled full term. babies born 41 0/7 weeks through 41 6/7 weeks are titled late-term. any baby born at 42 0/7 weeks gestation and beyond is deemed post-term.[3] go to: organ systems involved pregnancy induces a coordinated response of mu""}, {""rank"": 3, ""chunk_id"": ""b3b483a2-9b30-4d6c-9bed-e4fdfa595f9d"", ""score"": 0.66579413, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [2], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.75, ""text_preview"": ""ly term. those born between 39 0/7 weeks and 40 6/7 weeks are labeled full term. babies born 41 0/7 weeks through 41 6/7 weeks are titled late-term. any baby born at 42 0/7 weeks gestation and beyond is deemed post-term.[3] go to: organ systems involved pregnancy induces a coordinated response of mu""}, {""rank"": 4, ""chunk_id"": ""cf375e55-09e7-4a0e-b248-9188dc6e6f2c"", ""score"": 0.66579413, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [2], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.75, ""text_preview"": ""ly term. those born between 39 0/7 weeks and 40 6/7 weeks are labeled full term. babies born 41 0/7 weeks through 41 6/7 weeks are titled late-term. any baby born at 42 0/7 weeks gestation and beyond is deemed post-term.[3] go to: organ systems involved pregnancy induces a coordinated response of mu""}, {""rank"": 5, ""chunk_id"": ""d7d7d638-4e16-46e4-a810-96741d5bd45d"", ""score"": 0.5968919, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [2], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.75, ""text_preview"": ""ge, the embryo is then termed a fetus until birth.[2] go to: development the duration of pregnancy, from implantation of a fertilized ovum to birth, is taken as 266 days. however, as pregnancy dating is typically from the first day of the last menstrual period, the duration of pregnancy is considere""}]"
safe_06,safe,How much does total cortisol level increase by the end of the third trimester compared to non-pregnant women?,answered,Physiological Changes In Pregnancy.pdf,2.0,5,5,0.2,1.0,1.0,1.0,1.0,1.4690696000034222,1.471430199999304,,"[{""rank"": 1, ""chunk_id"": ""0cc12e3c-aab9-4b19-b976-f86e9ca7ca0d"", ""score"": 0.70760524, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [5], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""trimester. despite the changes, pregnancy is considered to be a euthyroid state. during pregnancy, there is an increase in hormone production by the adrenal glands. the reduced vascular resistance and blood pressure stimulate the raa system, resulting in a three-fold increase in aldosterone by the e""}, {""rank"": 2, ""chunk_id"": ""d9abf1fa-7cc8-40b9-96c3-c6947f049e21"", ""score"": 0.70760524, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [5], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""trimester. despite the changes, pregnancy is considered to be a euthyroid state. during pregnancy, there is an increase in hormone production by the adrenal glands. the reduced vascular resistance and blood pressure stimulate the raa system, resulting in a three-fold increase in aldosterone by the e""}, {""rank"": 3, ""chunk_id"": ""0052e809-f891-4eb3-b7d1-b13246167705"", ""score"": 0.70760524, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [5], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""trimester. despite the changes, pregnancy is considered to be a euthyroid state. during pregnancy, there is an increase in hormone production by the adrenal glands. the reduced vascular resistance and blood pressure stimulate the raa system, resulting in a three-fold increase in aldosterone by the e""}, {""rank"": 4, ""chunk_id"": ""689100c4-986c-40ea-8919-50573af5fb58"", ""score"": 0.70760524, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [5], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""trimester. despite the changes, pregnancy is considered to be a euthyroid state. during pregnancy, there is an increase in hormone production by the adrenal glands. the reduced vascular resistance and blood pressure stimulate the raa system, resulting in a three-fold increase in aldosterone by the e""}, {""rank"": 5, ""chunk_id"": ""aa7fa882-52f8-4faa-a34a-dfb8d250746e"", ""score"": 0.64775765, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [6], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.5, ""text_preview"": ""with a 50% increase by term. hdl cholesterol increases during the first half of pregnancy and then falls in the third trimester while still staying above non-pregnant levels. the increase in triglycerides is essential for supplying the mother’s energy while sparing glucose for the fetus. the increas""}]"
safe_07,safe,What are the daily protein and calcium requirements for a pregnant woman?,answered,Physiological Changes In Pregnancy.pdf,3.0,5,5,0.2,1.0,1.0,1.0,1.0,1.4886056999966968,1.4911204000018188,,"[{""rank"": 1, ""chunk_id"": ""514d6714-d047-4d31-a184-9da1baf136b1"", ""score"": 0.60116154, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [6], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""with a 50% increase by term. hdl cholesterol increases during the first half of pregnancy and then falls in the third trimester while still staying above non-pregnant levels. the increase in triglycerides is essential for supplying the mother’s energy while sparing glucose for the fetus. the increas""}, {""rank"": 2, ""chunk_id"": ""86c679f4-60bf-49ce-859b-fd2e39cc3577"", ""score"": 0.60116154, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [6], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""with a 50% increase by term. hdl cholesterol increases during the first half of pregnancy and then falls in the third trimester while still staying above non-pregnant levels. the increase in triglycerides is essential for supplying the mother’s energy while sparing glucose for the fetus. the increas""}, {""rank"": 3, ""chunk_id"": ""aa7fa882-52f8-4faa-a34a-dfb8d250746e"", ""score"": 0.60116154, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [6], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""with a 50% increase by term. hdl cholesterol increases during the first half of pregnancy and then falls in the third trimester while still staying above non-pregnant levels. the increase in triglycerides is essential for supplying the mother’s energy while sparing glucose for the fetus. the increas""}, {""rank"": 4, ""chunk_id"": ""34304694-9a83-4d8a-8d10-3aad26d3170b"", ""score"": 0.60116154, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [6], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""with a 50% increase by term. hdl cholesterol increases during the first half of pregnancy and then falls in the third trimester while still staying above non-pregnant levels. the increase in triglycerides is essential for supplying the mother’s energy while sparing glucose for the fetus. the increas""}, {""rank"": 5, ""chunk_id"": ""cd026f7a-649a-4aa6-8853-24455908ad9b"", ""score"": 0.5862829, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [10], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""determinants of embryo implantation. mol aspects med. 2013 oct;34(5):939-80. [pmc free article] [pubmed] 3. bhat ra, kushtagi p. a re-look at the duration of human pregnancy. singapore med j. 2006 dec;47(12):1044-8. [pubmed] 4. myers km, elad d. biomechanics of the human uterus. wiley interdiscip re""}]"
safe_08,safe,What criteria are required to diagnose preeclampsia with severe features based on blood pressure?,answered,Physiological Changes In Pregnancy.pdf,3.0,5,5,0.2,1.0,1.0,1.0,1.0,1.3017338000063319,1.3048536999995122,,"[{""rank"": 1, ""chunk_id"": ""7fb50619-2eec-41b7-bb96-62c132c3879d"", ""score"": 0.71400726, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [8], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""preeclampsia without severe features are managed with delivery at 37 weeks. if diagnosed before 37 weeks, they are closely monitored as inpatients, although outpatient monitoring can be utilized if there are no other comorbidities. to be diagnosed as preeclampsia with severe features, blood pressure""}, {""rank"": 2, ""chunk_id"": ""7f191778-67a1-4636-a5b1-063728b0faa3"", ""score"": 0.71400726, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [8], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""preeclampsia without severe features are managed with delivery at 37 weeks. if diagnosed before 37 weeks, they are closely monitored as inpatients, although outpatient monitoring can be utilized if there are no other comorbidities. to be diagnosed as preeclampsia with severe features, blood pressure""}, {""rank"": 3, ""chunk_id"": ""7b74cfc2-ca58-4759-843b-98d59e013ce4"", ""score"": 0.71400726, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [8], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""preeclampsia without severe features are managed with delivery at 37 weeks. if diagnosed before 37 weeks, they are closely monitored as inpatients, although outpatient monitoring can be utilized if there are no other comorbidities. to be diagnosed as preeclampsia with severe features, blood pressure""}, {""rank"": 4, ""chunk_id"": ""a6ef0b56-3ee0-4a82-87ca-87221d3d8ac1"", ""score"": 0.71400726, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [8], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""preeclampsia without severe features are managed with delivery at 37 weeks. if diagnosed before 37 weeks, they are closely monitored as inpatients, although outpatient monitoring can be utilized if there are no other comorbidities. to be diagnosed as preeclampsia with severe features, blood pressure""}, {""rank"": 5, ""chunk_id"": ""b8f4fdec-89a4-436b-9fec-96643c9c7e42"", ""score"": 0.6573973, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [7, 8], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 0.75, ""text_preview"": ""l factors, leading to abnormal development of the vasculature in the placenta; this ultimately leads to under-perfusion, resulting in hypoxia and growth restriction. maternal endothelial dysfunction, believed to be due to antiangiogenic factors, leads to increased vascular permeability, with activat""}]"
safe_09,safe,At what gestational age and hCG levels can fetal heart motion be visualized on a transvaginal ultrasound?,answered,Physiological Changes In Pregnancy.pdf,3.0,5,5,0.2,1.0,1.0,1.0,1.0,2.8148081000035745,2.8170624999984284,,"[{""rank"": 1, ""chunk_id"": ""415073d8-9a15-47b8-b228-fadbc2ecba1c"", ""score"": 0.6770333, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [7, 8], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""15 weeks.[11] ultrasound confirmation of early pregnancy is utilized when an individual has a positive pregnancy test along with pelvic pain, abdominal pain, or vaginal bleeding.[12] confirmation of a viable pregnancy occurs with an ultrasound, which shows a gestational sac on transvaginal ultrasoun""}, {""rank"": 2, ""chunk_id"": ""5f0217dc-9773-455d-a3b5-32865b1587d1"", ""score"": 0.6770333, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [7, 8], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""15 weeks.[11] ultrasound confirmation of early pregnancy is utilized when an individual has a positive pregnancy test along with pelvic pain, abdominal pain, or vaginal bleeding.[12] confirmation of a viable pregnancy occurs with an ultrasound, which shows a gestational sac on transvaginal ultrasoun""}, {""rank"": 3, ""chunk_id"": ""c31e4f1b-3fb3-4bb1-a610-eaa14813c86c"", ""score"": 0.6770333, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [7, 8], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""15 weeks.[11] ultrasound confirmation of early pregnancy is utilized when an individual has a positive pregnancy test along with pelvic pain, abdominal pain, or vaginal bleeding.[12] confirmation of a viable pregnancy occurs with an ultrasound, which shows a gestational sac on transvaginal ultrasoun""}, {""rank"": 4, ""chunk_id"": ""81f22b3c-24f3-4ea6-976b-383fde1ccc7a"", ""score"": 0.6770333, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [7, 8], ""sections"": [], ""relevant"": true, ""keyword_coverage"": 1.0, ""text_preview"": ""15 weeks.[11] ultrasound confirmation of early pregnancy is utilized when an individual has a positive pregnancy test along with pelvic pain, abdominal pain, or vaginal bleeding.[12] confirmation of a viable pregnancy occurs with an ultrasound, which shows a gestational sac on transvaginal ultrasoun""}, {""rank"": 5, ""chunk_id"": ""b6e97475-e30c-4e9d-b8ae-535d4ca8f7f6"", ""score"": 0.57975876, ""document"": ""Physiological Changes In Pregnancy.pdf"", ""pages"": [9, 10], ""sections"": [], ""relevant"": false, ""keyword_coverage"": 0.0, ""text_preview"": ""ining sensitive to providing compassionate care, knowing the physiologic changes of pregnancy are essential when determining whether an apparent pathology is indeed pathological versus a normal finding in a pregnant patient. many lab value limits are adjusted in pregnancy due to the changes in hormo""}]"
